SMILES,Score
Cc1noc(C)c1C(=O)N1CCC[C@H](c2ccc(C(=O)Nc3ccc(F)cc3)cn2)C1,-7.7
Cc1cccc(CN2CCN(S(=O)(=O)CC3CCC3)CC2)c1,-6.3
Cc1cccc(OCc2nnc(SCCS(C)(=O)=O)o2)c1,-5.4
C[C@H](NC(=O)NCc1ccc(Cn2cncn2)cc1)[C@@H](C)c1ccccc1,-6.7
O=C(NCCOc1ccccc1-c1ccccc1)c1ccc2[nH]nnc2c1,-7.8
NC(=O)[C@]1([NH3+])CCC[C@H]1CCOc1cccc(F)c1F,-6.7
CC(C)C[C@@H](CNC(=O)[C@@H]1CCCO1)N1CCOCC1,-6.0
COCC(=O)N(C[C@@H]1C=c2cc(OC)ccc2=[NH+]C1=O)c1ccc(C)cc1,-6.6
Cn1cc([C@H]2CCC[NH+]2Cc2nnnn2C2CC2)cn1,-6.2
CCS(=O)(=O)N(C)c1ccc(C(=O)Nc2cccc(C)c2)cc1,-6.3
O=C(Nc1ccc2nc[nH]c(=O)c2c1)c1cccnc1N1CCCCC1,-8.3
C[C@@H](CNC(=O)N(C)CCOc1ccc(F)cc1)c1ccsc1,-6.2
COc1ccc(Cc2nc3ccccc3n2CC(=O)N2CCCCC2)cc1OC,-7.1
Cn1c(SCC(=O)N2CCN(c3cccc[nH+]3)CC2)nnc1-c1ccccc1,-7.4
[NH3+]C[C@](O)(CN1CC[NH+]2CCCC[C@H]2C1)C1CC1,-5.4
Cc1ccc(C(=O)NN(C)c2cnn(C)c(=O)c2Cl)cc1[N+](=O)[O-],-7.7
Cc1c(Cl)cccc1NCC(F)(F)F,-4.7
COc1cc(F)c(NC(=O)NNc2ccc(F)c(F)c2F)cc1F,-8.2
OCC#Cc1csc(CN2CCC[C@H](c3nc4ccccc4o3)C2)c1,-7.4
C[C@@H]1CN(C2CCN(Cc3ccccc3)CC2)C[C@@H](C)O1,-6.5
CC(C)Oc1ncc(C(=O)N(Cc2cnn(C)c2)C(C)C)cc1Cl,-5.6
O=c1nnc(-c2ccc([N+](=O)[O-])o2)c([O-])[nH]1,-8.0
CC(C)([NH3+])COCc1cccc(O)c1,-5.7
C[C@@H](CO)S(=O)(=O)Cc1cccc2c1OCCO2,-5.8
Cc1ccc2c(COC(=O)c3cccc(O)c3)cc(=O)oc2c1C,-8.0
COc1ccc(C(=O)C2=C([O-])C(=O)N(C)[C@H]2c2ccc(OC(C)C)cc2)cc1F,-7.8
C[C@H](OC(=O)[C@@H](C)OCC1CC1)c1cccc(C#N)c1,-5.7
CC(C)c1cccc(NC(=O)c2ccc[nH]c2=S)c1,-7.6
O=C(COC(=O)c1ccc(Br)o1)Nc1nc2c(F)c(F)c(F)cc2s1,-7.3
CCC[C@@H](C)NC(=O)c1ccc(C#N)c(C)n1,-5.7
COc1cc2c(cc1OC)CN(C(=O)[C@H](NC(=O)c1c(F)cccc1F)C(C)C)CC2,-7.3
Cc1ccc(C(=O)N2CCN(C[C@H](O)c3ccc(F)c(F)c3)CC2)cc1,-7.0
C#CCC[NH2+][C@H]1CCC[C@H](NC(=O)OC(C)(C)C)C1,-5.1
O=c1n(CCNc2ccccc2-n2cccn2)nc2ccccn12,-7.8
Cc1ccccc1[C@H]1C[C@@H](C)N(C(=O)c2cc(F)ccc2[N+](=O)[O-])C1,-6.6
NC(=O)[C@@H]1CCCC[C@@H]1NC(=O)Nc1ccc[nH+]c1N1CCCC1,-7.5
COc1cccc(-c2cc(C(=O)N3CCC4(CC3)OCCO4)c(C)n2-c2ccc(F)cc2)c1,-8.0
COC(=O)[C@@H]1CCCCN1C(=O)c1ccc(Br)cc1,-6.8
Cc1cccc(C(=O)Nc2nnc(-c3ccc(Br)cc3)s2)c1,-6.9
Cc1ccc2ccc(S(=O)(=O)N3CCCCC3)cc2c1,-6.8
O=C(N1CCN(c2cccc(O)c2)CC1)C1(O)CCCC1,-6.7
CCc1nc(C)c([C@H](C)N(C)C(=O)NCc2ccc(C)cc2N(C)C)s1,-7.0
O=C(NO[C@@H]1CCCCO1)c1cc(-c2cccnc2)nc2c1cnn2Cc1ccco1,-9.1
O=C1N[C@H](C(=O)N2Cc3cnc(-c4ccccc4)nc3C2)CO1,-7.7
CCOc1cc(C=C2C(=O)N(C)C(=S)N(C)C2=O)cc(Cl)c1OCC,-6.7
CC(C)n1nccc1NS(=O)(=O)c1cc(Br)ccc1F,-6.2
CC(=O)c1ccc(NC(=O)Cn2cnc3c(sc4nc(C)cc(-c5ccccc5)c43)c2=O)cc1,-8.3
Cn1cccc1C(=O)NC(=O)CSc1nc(C2CC2)n(-c2ccccc2)n1,-6.5
Cc1cc(F)ccc1NC(=O)C(=O)NC[C@@H](c1cccs1)[NH+](C)C,-6.1
CCc1ccc([C@H]2CC(=O)NC3=C2C(=O)C[C@H](c2cccs2)C3)cc1,-7.6
CS[C@@H](C)C[NH2+][C@H]1CCSc2ccc(Cl)cc21,-6.1
Cc1cccc2sc(NC(=O)c3ccc(=O)n(C)n3)nc12,-6.6
COc1ccccc1[C@H](O)CO,-5.0
OCCC[C@@H]1CCC[NH+]1Cc1nc(Cc2cccc(Br)c2)no1,-6.2
CCC1CCC(C[C@@H](O)C(F)(F)F)(C(=O)[O-])CC1,-5.1
O=C(NCCn1cccc1)c1c[nH]nc1-c1ccccc1Cl,-6.8
C[C@H]1CCCCN1C(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1,-7.3
COc1ccc(-c2ncc(C(=O)N3CC[C@@H](C(N)=O)C3)s2)cc1,-7.0
CCC1(CC)CCN(c2cc(Br)ccc2C[NH2+]C)C1,-5.8
CC(C)NC(=O)c1cccc(NC(=O)CBr)c1,-5.9
CCc1cc(C(=O)N2CCC(C)CC2)c2c(C)nn(-c3ccc(OC)cc3)c2n1,-8.2
C[C@@H]1CN(c2cc(CNC(=O)c3c(F)cccc3F)cc[nH+]2)CCO1,-7.4
CCNC(=O)c1cc(-c2ccccc2)c(N2CCOCC2)s1,-6.5
C[C@@H]([NH2+][C@H](C)c1cccc(OCC(=O)N(C)C)c1)c1ccccc1,-6.9
C=CCSc1nc2ncc3c(n2n1)C[C@@H](c1ccc(F)cc1)CC3=O,-7.1
Cc1oncc1C(=O)NCc1cc2n(n1)CCC[NH+](C1CCCCC1)C2,-8.1
O=C(OC[C@@H]1CC[NH2+]C1)C1CCC1,-5.1
CN(C(=S)N[C@@H]1C=CS(=O)(=O)C1)C1CCCCC1,-5.6
C[C@@H](Oc1ccc(I)cc1)C(=O)NCc1ccc(C(=O)[O-])cc1,-6.9
CC1CC[NH+]([C@@H](C)CNC(=O)[C@@H](C)N2C(=O)[C@@H](C)Oc3ccccc32)CC1,-7.4
CC(C)CCCNC(=O)NNC(=O)c1cc(Br)c[nH]1,-6.1
C=C(C)C[C@@H](O)c1ncccn1,-5.3
C[C@@H]1CSC(N(C(=O)c2cn(-c3ccccc3)nc2-c2cccnc2)c2ccc(Cl)cc2)=N1,-7.8
COCc1cn(CC2CCN(Cc3[nH]cc(C)[nH+]3)CC2)nn1,-5.9
C=CCOc1ccc([C@H]2c3c(oc4ccc(Br)cc4c3=O)C(=O)N2Cc2ccco2)cc1,-8.1
Cc1nc(-c2ncccn2)[nH]c(=O)c1CC(=O)N(Cc1ccccc1)CC(C)(C)C,-7.6
CCOc1ccc(-c2nc(SCC(=O)Nc3cc(C)cc(C)c3)n3[nH]c(=O)cc3n2)cc1,-7.8
N#C/C(=C\c1ccccc1)C(=O)N(c1ccccn1)C1CCCCC1,-6.5
CC[C@H](C)[C@@H](C)[NH2+][C@@H](CCC#N)c1ccccc1,-5.7
Cc1cccc(OCC(=O)Nc2scnc2C)c1,-6.4
CC(=O)Nc1ccc(F)c(C(=O)N(CC[NH+](C)C)Cc2cccc(F)c2)c1,-6.6
Nc1c(Cl)cc(Cl)cc1C(F)(F)F,-5.1
C[C@]1(c2ccc(F)cc2F)CCCCC[NH2+]1,-6.0
CCOC(=O)c1nc(-c2cc(Br)ccc2O)n[n-]1,-6.4
C[C@@H](Oc1ccccc1Cl)C(=O)N[C@@H]1CCCc2c1cnn2C,-6.8
COCCc1ccc(OC(=O)c2nc(SC)n3ccccc23)cc1,-6.7
CCC[C@H](Cc1ccc2nnnn2n1)[NH2+]C,-6.0
C[C@@H](SCCC(=O)[O-])C(=O)Nc1ccc(C(N)=O)cc1,-6.5
CCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)[C@@H]1c1ccc(OC)cc1OC,-6.8
O=C(N/N=C/c1ccc2ccccc2n1)c1ccccc1O,-7.6
Cc1ccc(Cl)cc1NC(=O)[C@H](C)[NH+](C)Cc1cnccn1,-6.8
COc1cccc([C@@H]2C[C@H]2C(=O)NCC(C2CC2)C2CC2)c1,-5.7
CC(C)CCOc1ccc(C(=O)N2CCOC[C@@H]2C(N)=O)cc1,-5.8
Cc1nnc(C[NH+](C)[C@H]2C[C@@H](c3ccccc3)C[C@@H](C)C2)n1C,-6.9
Cc1noc(C)c1CNc1nnc([S-])s1,-6.1
O=C(CCCOc1ccccc1)N1CCC(CN2CCOCC2)CC1,-6.1
Cc1cc(C)n(-c2cncc(N(C)Cc3nc(-c4cccnc4)no3)n2)n1,-7.7
N/C(NC1CCCC1)=[NH+]\Cc1ccc(Cn2cncn2)cc1,-6.7
CCn1c(SCc2cccnc2)nc2c(c1=O)SCC2,-6.6
CC[C@@H](NC(=O)NC1C[C@@H](C)O[C@H](C)C1)c1ccc(C)c(F)c1,-7.4
C[C@H]1C[C@@H](C)CN(C(=O)CSc2nnc(-c3cccs3)n2CCC(N)=O)C1,-7.0
O=C(c1cc[n+]([O-])cc1)N1CCc2ccc(NC(=O)C3(c4ccccc4)CC3)cc2C1,-7.7
Cc1nc(CN(C)[C@H](C(N)=O)c2cccc(Br)c2)no1,-6.6
COc1ccc(OC)c([C@@H](C)NC(=O)Nc2c(F)cccc2F)c1,-7.0
COc1ccccc1Cc1cc(C)[nH+]c(C2CCN(C(=O)Cc3nonc3C)CC2)c1,-7.6
CS(=O)(=O)CCN1CCN(c2[nH]c3ccccc3[nH+]2)CC1,-6.6
Cc1cnc([C@H](C)NC(=O)NC[C@H](O)COc2ccc(F)cc2)s1,-6.9
CCNC(=O)c1cccc2[nH]cc(CN3CCSCC3)c12,-6.6
CN1CCN(Cc2cc(F)cc(Br)c2)C(C)(C)C1=O,-5.9
CC[C@H](C)N(C)[C@@H](C[NH3+])C1CCCCC1,-4.7
CC[C@H]1c2ccsc2CCN1C(=O)N[C@@H](C)CC(C)(C)OC,-5.4
COc1cccc(-c2nc(C(=O)OCc3cnc(C)s3)c(C)[nH]2)c1,-6.8
Cc1nnc(-c2ccc(NC(=O)N[C@H]3CCCc4c3cnn4C)cc2)o1,-6.9
Cc1ccc2nc(CCCl)n(Cc3nncn3C)c2c1,-6.4
COC(=O)c1nccc(N2CCO[C@H](CC(=O)[O-])C2)n1,-6.4
CCc1nn(C)c(CC)c1C[NH+]1CCC(C(=O)Nc2ccc(F)cc2)CC1,-6.6
C[C@]1(C2CC2)Nc2ccccc2C(=O)N1CCc1ccccc1,-6.4
COCCCNC(=O)Cn1cnc2scc(-c3cccs3)c2c1=O,-5.9
Cc1[nH]c2ccc(C(=O)Nc3cc(S(=O)(=O)N4CCCCC4)ccc3Cl)cc2c1C,-7.7
O=C(c1noc2c1CCCC2)N1CCC(CN2CCOCC2)CC1,-6.6
NC(=S)c1ccc(OCCn2cccnc2=O)cc1,-6.4
CC(C)CCCCNC(=O)N(C)Cc1ccccn1,-5.5
COc1ccc(C(=O)N[C@@H](C(=O)[O-])C(C)C)cc1O,-6.1
O=C1C[C@](O)(C(F)F)CCO1,-4.3
O=C(NCc1cccnc1OCC(F)(F)F)N1CCN(Cc2ccc(Cl)s2)CC1,-7.1
Cc1ccc(NC(=O)CSc2nnc3n(Cc4ccco4)c(=O)c4sccc4n23)cc1,-7.1
Cc1nn(C)c(C)c1CC(=O)NCC1(c2ccc(F)cc2F)CC1,-6.7
Cc1ccnc2nc(C(=O)O[C@H](C)C(=O)Nc3ccc(Oc4ccccc4)cc3)nn12,-7.0
CC(C)CNC(=O)N1CCC[C@@H](CC(=O)NNC(=O)c2ccccc2)C1,-7.1
CO[C@@H](C)c1noc(CCCCC[NH3+])n1,-5.2
CCC[NH2+][C@H]1c2ccccc2[C@@H](CCC)[C@H]1C,-5.6
CS(=O)(=O)CCC[NH2+]Cc1cc(Br)ccc1F,-4.7
CN(CCc1ccccc1)C(=O)C(=O)Nc1ccc2c(c1)OCO2,-7.3
O=C(NC[C@H]1C[C@@H](O)C[NH+]1Cc1ccccc1)Nc1c(F)cccc1F,-8.1
CC[NH2+][C@H]([C@@H]1CC[C@H](C)[C@H](C)C1)C(C)(C)N1CCOCC1,-5.0
C#CCN(CC(=O)[O-])C(=O)c1cccnc1C,-5.0
COc1cccc(NC2CCN(C(=O)c3cc(C)cc(C)c3)CC2)c1,-7.0
OCC1(C[NH+]2CCCC[C@H]2Cc2ccccc2)COC1,-6.0
COc1ccc(S(=O)(=O)NCc2ccc(N3CCCCC3)cc2)cc1NC(C)=O,-7.2
COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(C(=O)Nc2ccc3ccccc3c2)cc1,-7.5
O=C([O-])c1sccc1S(=O)(=O)N[C@@H]1CONC1=O,-6.1
CCN(Cc1ccc(Cl)c(Cl)c1)C(=O)N[C@@H](C)c1nncn1C,-6.5
CC(C)(C)[C@@H]([NH3+])c1ccc(Br)o1,-4.8
O=C(NC1CCCC1)c1cccnc1Sc1ccccc1,-7.8
CC[C@H](NC(=O)NCc1nncn1CC)c1cc(F)ccc1F,-7.4
CCc1ccc(N2C(=O)Nc3ccccc3[C@]2(O)C(=O)NCc2ccc3c(c2)OCO3)cc1,-9.0
CC[C@](C)(NC(=O)CNC(=O)c1cccc(Cl)c1)C(=O)[O-],-5.7
C[C@H]1[NH2+]CC[C@@H]1C(=O)Nc1ccc(Cl)c(F)c1,-6.4
C[NH+](C)C[C@@H](O)CNC(=O)CCc1ccc2c(c1)OCO2,-6.0
O=C(NCc1ccnc(-n2cccn2)c1)C(=O)Nc1cccc(F)c1F,-8.8
CN(C)C(=O)CSc1nnc(-c2ccccc2Cl)n1-c1ccccc1F,-6.9
O=C(Nc1ccc(F)cc1OCC(F)F)C(=O)N1CCC[C@H](CO)C1,-7.3
O=C(NCc1ccc(N2CC[NH+](CC3CC3)CC2)cc1)c1ccc[nH]1,-6.7
CC(C)(C)NC(=S)N[C@@H]1CCCc2ccccc21,-5.8
CC[C@@H](C)N1C(=O)S/C(=C/c2cc(Br)cs2)C1=O,-5.9
O=C(NCCC[NH+]1CCc2ccccc2C1)c1noc2c1CCCC2,-6.1
COCc1ccc(C(=O)NC(c2cccs2)c2cccs2)cc1,-6.7
COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N2CCCC[C@H]2CCO3)cc1OC,-8.0
Cc1ccc(S(=O)(=O)CCC[NH+]2CC[C@H](NS(C)(=O)=O)C2)cc1,-5.7
Cc1nn(-c2cccc(C(F)(F)F)c2)c(C)c1CC(=O)N1CCC1,-6.5
Cc1ccc2c(c1)C(=O)N(CCCC(=O)Nc1ccc(N(C)C)cc1C)C2=O,-7.3
C[C@H]1C[C@@H](NCc2ccccc2CS(=O)(=O)N2CCCC2)C[NH+]1C,-6.9
C[C@@H](CCc1ccc(O)cc1)NC(=O)C(=O)Nc1ccc(Cl)c(Cl)c1,-7.5
Cc1cc2c(cc1C)O[C@@H](C(=O)NCc1nnc3ccccn13)C2,-7.2
CC(C)(C)C(=O)COc1ccc2c(-c3cc4ccccc4oc3=O)cc(=O)oc2c1,-8.2
CC(C)N(C)C(=O)N[C@@H]1C[C@@H]2CCCc3cccc1c32,-6.2
Fc1c(CBr)ccc2ccccc12,-5.8
C[C@@H]1CCC[C@H](/C([O-])=N/S(=O)(=O)Cc2ccccc2)C1,-5.6
CCc1ccsc1CNc1nc(OC)nc(OC)n1,-6.6
C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3ccccn3)[C@@H]2c2ccc(Cl)cc2)cc1,-7.7
Cc1cnc([C@H](C)NC(=O)NCCc2nc3ccccc3s2)s1,-7.0
O=C(COCc1ccccc1Cl)N1CCN(c2ncccn2)CC1,-6.9
O=C(NCC1(O)CCSCC1)c1ccn(-c2cccc([N+](=O)[O-])c2)n1,-6.9
CN(CC[C@H]1CCCCO1)C(=O)c1cccc(CCC(C)(C)O)c1,-6.6
CC(C)C(=O)N1CCC(C[C@@H]2CC(c3ccccc3)=NO2)(C(=O)NC[C@H]2CCCO2)CC1,-7.4
CCC[C@@H]1CN(C(=O)Nc2cccc(CSCC)c2)CCO1,-6.4
Nc1nc(CCNC(=O)C[C@@H]2C(=O)NCCN2Cc2ccccn2)cs1,-7.2
Cc1nc2nc(=S)n(C[NH+]3CCC[C@@H]3c3ccccc3Cl)n2c(C)c1C,-6.8
Nc1ccc([N-]S(=O)(=O)c2cccc(Cl)c2F)cc1[N+](=O)[O-],-7.0
Cn1c(=O)c2[nH]c(CN(CCCO)c3ccccc3)nc2n(C)c1=O,-6.3
CCn1cnnc1CNC(=O)NCCC[NH+]1CCc2ccccc2C1,-6.1
Nc1sc(-c2ccccc2)cc1C(=O)NNC(=S)NC1CCCCC1,-7.1
C[C@@H](NC(=O)c1ccco1)C(=O)N1CC[C@@H](C)[C@H](O)C1,-6.9
O=C(Nc1cccc(CNC(=O)[C@@H]2COc3ccccc3O2)c1)C1CC1,-7.2
COc1ccc(C[NH+]2C[C@@H](CO)CC[C@H]2C)cc1O,-6.9
CC(C)(C)[C@H]1CCC[NH+](CC2CCC(C[NH3+])CC2)CC1,-6.3
CCC[C@H]1CN(C(=O)[C@@H](c2cccc(F)c2)N2CCOCC2)CCO1,-6.5
Cc1cc2c(Cl)nc3cccnc3n2n1,-6.3
CC[NH+](CC)C[C@@H](C)NC1=[NH+]CCCC1,-5.1
Cc1csc(NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)o2)n1,-8.4
N#C[C@@H](C(=O)c1cc(Cl)cc(Cl)c1)c1nc2ccccc2[nH]1,-7.4
Cc1cc(C)nc(NC(=O)[C@H](C)Oc2ccccc2)n1,-6.5
C[C@@H]1CN(c2cc(C(=O)[O-])c(F)cc2F)S(=O)(=O)C1,-6.4
Cn1ccc(NC(=O)CC2(O)CCCCC2)n1,-5.8
O=C1CCN(S(=O)(=O)c2c[nH]c3nccc(Cl)c23)c2ccccc2N1,-7.5
COc1ccc(/C=C2\N=C(c3ccccc3)NC2=O)cc1OC,-7.0
Cc1ccc2c(CSc3nc4ccccc4c(=O)n3C[C@@H]3CCCO3)cc(=O)oc2c1C,-9.0
CCn1cc[nH+]c1[C@H]1CCCN(C(=O)Cc2ccc(SC)cc2)C1,-7.0
Cc1noc(C)c1[C@H](C)NC(=O)N1CCN(CCOC(C)C)CC1,-6.1
CS(=O)(=O)[C@H]1CCC[C@@H]([C@H](O)Cc2ccc(F)cc2)C1,-6.7
CC(=O)NC1CCN(C(=O)[C@@H]2Cc3cc(C)c(C)cc3O2)CC1,-6.9
COc1ccccc1[C@@H]1CN(C(=O)c2c[nH]c(=O)cn2)[C@@H]2C3CC[NH+](CC3)[C@H]12,-8.4
C[C@@H](NC(=O)/C=C/c1cccs1)c1cccs1,-5.8
C[C@H](OC(=O)[C@@H]1COc2ccccc21)c1ccc(F)cc1F,-7.1
C[C@H](C[NH+](C)C1CCC([NH3+])CC1)C(=O)[O-],-5.0
CN(C(=O)CS[C@@H]1NN=C(C2=c3ccccc3=[NH+]C2)N1C1CC1)[C@@H]1CCS(=O)(=O)C1,-7.2
Cc1ccc2nc(-c3c(C(=O)N4C[C@H](C)O[C@H](C)C4)nc4sccn34)[nH]c2c1,-9.5
Cc1[nH]c2ccc(C(=O)N[C@@H]3CC[C@H]([NH+](C)C)C3)cc2c1C,-6.8
Cc1cccc(N2C(=O)S/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C2=O)c1,-8.3
Cn1cc(NCc2cccc(F)c2F)cn1,-6.4
Cc1cc(=O)[nH]c(SCC(=O)Nc2ncc(Cc3ccc(F)cc3)s2)n1,-7.9
CCC1=NC2=C(/C(=N/N)CC(C)(C)C2)[C@H]2[NH+]=c3ccccc3=C12,-6.6
Cc1nc2ncnn2c(C)c1CCC(=O)Nc1cc(S(=O)(=O)N2CCCCC2)ccc1O,-7.9
COc1cccc(NC(=O)[C@@H]2CC(=O)N(c3ccc(F)cc3)C(=S)N2NC(=O)c2ccccc2)c1,-9.3
CNS(=O)(=O)c1cccc(C(=O)N2CCC[C@H]2c2nc3ccccc3s2)c1,-7.6
Cc1ccc(C)c(S(=O)(=O)CC[NH+](C)Cc2ccccc2N2CCCC2)c1,-5.1
CCOc1ncccc1NCc1cc(C)n(CC)c1C,-6.3
C[C@@H](c1ccccc1Cl)N(C)[C@H](C[NH3+])CC(=O)NC1CC1,-5.7
CCn1cc[nH+]c1-c1cccc(NC(=O)[C@@H]2CCO[C@H]2C)c1,-6.8
O=C1N=C(N2CCN(c3cccc4ccccc34)CC2)S/C1=C/c1ccc(O)cc1,-7.2
CCc1ccc([C@H](C)NC(=O)NC[C@@H](C)C[C@@H](C)O)cc1,-6.6
CCC1(CC)CC[NH+](C[C@H](C#N)NC2CC2)C1,-4.7
CCOc1ccc(S(=O)(=O)NC(C)C)cc1,-5.9
CCOC(=O)C1=C(C)NC(=S)N[C@@H]1c1ccccc1Br,-5.8
CCOc1ccc(C(=O)NCc2ccco2)cc1OC,-6.2
O=C([O-])C[C@H]1S/C(=N\c2ccccc2)N(NC(=O)c2ccc([N+](=O)[O-])cc2)C1=O,-7.3
N#C[C@@H](C(=O)c1ccc(F)c(COCC2CC2)c1)c1ccccn1,-6.1
COc1ccc(-c2ccc(N3CCC[C@@H](C(=O)Nc4cc(Cl)ccc4OC)C3)nn2)cc1,-8.4
C[C@H](Sc1nc2ccccc2n1C(F)F)C(=O)N[C@@H]1CCS(=O)(=O)C1,-6.9
COc1ccc(NC(=O)C2CCN(c3ncccn3)CC2)c([N+](=O)[O-])c1,-7.4
C=C(C)CN(CC)C(=O)[C@H](C)N1CCCC2(C1)OCCO2,-5.3
CC(C)[C@@H](NC(=O)CCl)c1ccccc1,-5.1
C[C@H]1OCC[C@@H]1C(=O)N1CCC[C@@H]1C[C@H](O)c1ccc(F)cc1,-7.2
CC(C)(C)[C@H]1CC[C@@H](O)[C@H]([C@@H]2CCOC3(CCC3)C2)C1,-5.7
C[C@@H](C(=O)Nc1cc(F)cc(F)c1)S(=O)(=O)c1ccc(F)cc1,-7.2
CCOc1ccccc1C(=O)N[C@@H]1CCCC[C@@H]1N1C(=O)CSC1=O,-6.7
COCCn1c(C)cc(C[NH+]2CCC(C(=O)N(C)C(C)C)CC2)c1C,-5.8
CCC[NH+](C)C[C@H]1CCN(C(=O)Nc2cc(NC(C)=O)ccc2C)C1,-6.4
COc1cc(F)c([N+](=O)[O-])c(NCc2ccc(-n3cncn3)cc2)c1,-7.0
CCOc1ccc2nc(S[C@@H](C)C(=O)OC)[nH]c2c1,-6.9
C=C(C)COCC[NH2+][C@H]1CCC[C@H]1c1ccc(F)cc1,-5.9
Cc1cccc(C[NH2+]Cc2ccc(S(C)(=O)=O)cc2)c1,-6.8
Cc1ccc(CN2C(=O)/C(=C/c3c(NCc4ccco4)nc4ccccn4c3=O)SC2=S)cc1,-9.0
O=C(COC(=O)c1cc2ccccc2oc1=O)c1cccs1,-7.0
Cc1ccc(NC(=O)/C(C#N)=C/c2c(C)nn(Cc3ccccc3)c2C)cc1,-7.2
CC[NH+]1CCC[C@@H]1CN(C)[C@@H]([C@@H](C)[NH3+])C(F)(F)F,-4.7
CC[NH2+][C@@H](Cc1ncccc1C)C1C(C)(C)C1(C)C,-6.4
Cc1cncc(NC(=O)N[C@@H](C)c2ncc(-c3ccccc3)o2)c1,-8.2
CCC(=O)N1CCCC[C@@H]1C(=O)NCc1c(O)ccc2c1CCCC2,-7.3
COC(=O)[C@]1(F)CCN(C(=O)c2cc(C)n(C)n2)C1,-5.8
CCN(CC)C(=O)N[C@H](C)c1nc(C)cs1,-5.5
CNS(=O)(=O)CC(=O)N[C@@H]1CCO[C@@H]1c1ccc(Cl)c(F)c1,-5.3
CN(Cc1ccc(Br)cc1)C(=O)c1cccc(NC(=O)[C@H]2CCCO2)c1,-7.0
N#Cc1c(-c2ccco2)cc(-c2ccccc2)[nH]c1=S,-7.0
COC(=O)[C@@H]1CCN(C(=O)NCC(=O)[O-])C1,-5.4
Fc1cccc(F)c1CN(Cc1cnc2ncccn12)C1CCCC1,-7.5
CO[C@]1(C)C[C@H](NC(=O)N2CCOC[C@@H]2C2CC2)C1(C)C,-6.5
COc1ccc(NC(=O)[C@H]2CC(O)=Nc3nnc(-c4cccs4)n32)cc1OC,-7.3
CCS(=O)(=O)CCC[C@@H]([NH3+])[C@@H]1CSCCS1,-4.1
O=C(c1ccncc1)N(Cc1ccco1)Cc1cccs1,-5.9
Cc1ccnc2c1[nH]c(=S)n2[C@H]1C[C@H]1c1ccccc1,-6.5
Cc1csc([C@@H](C)NC(=O)Nc2cc(C#N)ccc2OC(C)C)n1,-7.2
COCC[C@H](C)C(=O)N1CCO[C@H](c2cccc(C(F)(F)F)c2)C1,-5.8
CNC(=O)[C@H](C)C[NH+](C)Cc1cc(OC)c2c(c1)OCCO2,-6.0
Cc1ccc(F)c(C(=O)N2CCCC[C@@H]2CCN2CCOCC2)c1Cl,-6.6
O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(N2CCCCCC2)cc1,-7.7
O=C1C[C@H](C(=O)Nc2cccc(C(=O)OCc3ccccc3)c2)c2ccccc2N1,-8.8
C[C@H]([NH2+]C1CCN(c2nccs2)CC1)c1cccc(N2CCOC2=O)c1,-7.5
CC(=O)N1c2ccccc2C[C@H]1C(=O)Nc1c(C)cccc1Cl,-7.7
COCCc1nc(C)c([C@@H](C)OC(=O)c2cccc(F)c2F)s1,-5.9
Cc1noc(C)c1CC(=O)O[C@H](c1ccccc1)c1nccs1,-7.4
CCOc1c(Cl)cc([C@H]2C(C(=O)OC)=C(C)NC3=C2C(=O)c2ccccc23)cc1OC,-7.9
O=c1cc([O-])nc(SCc2cccc([N+](=O)[O-])c2)[nH]1,-7.5
O=[N+]([O-])c1ccc(N2CCC[C@@H]3CCC[C@@H]32)nc1,-6.9
CO[C@H](C)C(=O)Nc1sc2c(c1C(=O)c1ccc(Cl)cc1)CCC2,-7.3
O=C1CN(C(=O)/C=C/c2ccc(Cl)c(C(F)(F)F)c2)c2ccccc2N1,-7.4
CC(=O)O[C@H]1[C@@H](CO)O[C@H](n2ccc(=O)[nH]c2=O)[C@@H]1OC(C)=O,-5.8
CC(C)N1C[C@@H](C(=O)O[C@H](C)COc2cccc(F)c2)CC1=O,-6.1
COc1ccc([C@@H]2Nn3c(C)nnc3S[C@H]2C(=O)Nc2ccc(C)c(Cl)c2)cc1,-7.8
O=C1c2nccnc2C(=O)N1c1ccccn1,-6.8
CC(=O)SCc1ccco1,-4.6
O=C(C[NH+]1CCCCCCC1)Nc1cccc(Br)c1,-6.1
COCCN1CCN(C(=O)c2cc3c(Br)cccc3[nH]2)CC1=O,-7.7
COc1ccccc1CNC(=O)c1ccc2c(c1)nnn2C1CCCC1,-7.4
COC(=O)N1CC[C@H](Nc2cc(C)nc(-c3ccc([N+](=O)[O-])cc3)n2)C1,-8.1
C[C@H](CC(=O)NC[C@](C)(O)c1cccs1)Cc1ccc(Cl)cc1,-6.1
COc1ccc(CC(=O)Nc2ccc3c(c2)CN(CCc2ccc(F)cc2)C(=O)[C@H](C)O3)cc1,-7.9
